product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1318,Terracotta clay,"Natural clay, Natural colors",25.2,36.2,34.7,3.66,"Mandla, Madhya Pradesh",Festive,3,7,60,397.7,818,1311
CRAFT-1319,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",53.7,26.4,55.4,7.43,"Mandla, Madhya Pradesh",Off-season,8,36,120,807.91,5128,8298
CRAFT-1320,Bamboo & cane,"Bamboo, Cane, Natural fibers",67.7,48.2,33.7,0.2,"Dumka, Jharkhand",Wedding,7,6,100,209.1,809,1676
CRAFT-1321,Terracotta clay,"Natural clay, Natural colors",13.4,21.5,32.8,2.16,"Dumka, Jharkhand",Wedding,6,7,60,118.73,539,1123
CRAFT-1322,Terracotta clay,"Natural clay, Natural colors",32.5,12.1,14.0,2.1,"Dumka, Jharkhand",Monsoon,6,19,75,381.35,1806,2984
CRAFT-1323,Dokra bell metal,"Brass, Bell metal, Beeswax",19.8,5.2,29.1,3.7,"Kondagaon, Chhattisgarh",Wedding,8,37,100,1035.09,4735,11898
CRAFT-1324,Terracotta clay,"Natural clay, Natural colors",31.7,13.6,55.1,0.8,"Mandla, Madhya Pradesh",Festive,5,12,100,250.87,1451,2623
CRAFT-1325,Bamboo & cane,"Bamboo, Cane, Natural fibers",30.7,29.4,25.2,0.32,"Mandla, Madhya Pradesh",Monsoon,3,4,60,80.75,321,480
CRAFT-1326,Bamboo & cane,"Bamboo, Cane, Natural fibers",34.0,39.2,27.8,2.57,"Mandla, Madhya Pradesh",Monsoon,6,8,75,223.12,823,1290
CRAFT-1327,Terracotta clay,"Natural clay, Natural colors",19.2,33.7,32.3,4.09,"Mandla, Madhya Pradesh",Wedding,4,10,100,343.18,1343,2818
CRAFT-1328,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",93.3,27.2,25.9,6.24,"Dumka, Jharkhand",Monsoon,6,41,60,571.17,3031,5496
CRAFT-1329,Bamboo & cane,"Bamboo, Cane, Natural fibers",36.2,16.7,20.1,0.6,"Dumka, Jharkhand",Monsoon,3,5,120,272.52,873,1335
CRAFT-1330,Dokra bell metal,"Brass, Bell metal, Beeswax",8.9,5.4,29.4,2.73,"Bastar, Chhattisgarh",Festive,8,46,120,708.72,6229,11391
CRAFT-1331,Tribal handloom,"Cotton, Silk, Organic dyes",201.6,92.4,0.2,0.56,"Mandla, Madhya Pradesh",Festive,5,47,75,2474.88,6000,11125
CRAFT-1332,Dokra bell metal,"Brass, Bell metal, Beeswax",22.2,7.1,24.6,0.6,"Mandla, Madhya Pradesh",Monsoon,8,17,100,906.55,2607,5071
CRAFT-1333,Bamboo & cane,"Bamboo, Cane, Natural fibers",12.2,25.5,10.6,0.27,"Kondagaon, Chhattisgarh",Wedding,6,6,60,239.05,599,1198
CRAFT-1334,Tribal handloom,"Cotton, Silk, Organic dyes",143.4,113.0,0.1,1.45,"Dumka, Jharkhand",Wedding,9,63,120,1059.33,8619,22243
CRAFT-1335,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.9,21.5,38.6,1.29,"Kondagaon, Chhattisgarh",Festive,5,7,90,146.38,776,1493
CRAFT-1336,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",63.3,16.2,37.7,5.88,"Mandla, Madhya Pradesh",Off-season,5,48,120,961.9,6722,10603
CRAFT-1337,Tribal handloom,"Cotton, Silk, Organic dyes",138.9,63.6,0.1,0.71,"Bastar, Chhattisgarh",Festive,5,28,90,967.52,3488,7233
CRAFT-1338,Tribal handloom,"Cotton, Silk, Organic dyes",183.7,74.3,0.3,0.47,"Dumka, Jharkhand",Off-season,9,77,120,1332.49,10572,17847
CRAFT-1339,Terracotta clay,"Natural clay, Natural colors",39.8,36.4,41.2,3.06,"Mandla, Madhya Pradesh",Wedding,4,17,120,278.61,2319,4023
CRAFT-1340,Dokra bell metal,"Brass, Bell metal, Beeswax",14.9,5.6,24.3,2.4,"Mandla, Madhya Pradesh",Monsoon,10,34,100,573.3,3973,8574
CRAFT-1341,Bamboo & cane,"Bamboo, Cane, Natural fibers",47.3,44.8,9.6,2.41,"Mandla, Madhya Pradesh",Wedding,7,3,100,81.21,381,870
CRAFT-1342,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",42.1,45.1,57.2,2.34,"Mandla, Madhya Pradesh",Festive,8,40,90,662.68,4263,10780
CRAFT-1343,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",67.1,25.0,24.3,2.83,"Kondagaon, Chhattisgarh",Festive,8,40,75,961.8,3962,8434
CRAFT-1344,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",60.9,29.7,38.9,8.79,"Dumka, Jharkhand",Off-season,9,25,60,1180.74,2681,5089
CRAFT-1345,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",65.9,48.2,20.0,1.98,"Bastar, Chhattisgarh",Off-season,4,38,90,1053.96,4474,7116
CRAFT-1346,Tribal handloom,"Cotton, Silk, Organic dyes",227.0,112.5,0.1,1.36,"Kondagaon, Chhattisgarh",Monsoon,6,46,120,1341.47,6861,12001
CRAFT-1347,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",21.5,29.1,44.4,7.5,"Dumka, Jharkhand",Festive,9,18,120,892.53,3053,6462
CRAFT-1348,Terracotta clay,"Natural clay, Natural colors",19.0,20.8,50.2,1.75,"Mandla, Madhya Pradesh",Monsoon,7,17,90,147.43,1677,3366
CRAFT-1349,Terracotta clay,"Natural clay, Natural colors",18.8,10.4,46.9,4.25,"Dumka, Jharkhand",Wedding,7,16,90,316.95,1757,3524
CRAFT-1350,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",80.3,40.8,42.9,7.9,"Dumka, Jharkhand",Off-season,5,27,120,1045.92,4286,7114
CRAFT-1351,Dokra bell metal,"Brass, Bell metal, Beeswax",6.9,11.1,22.2,0.73,"Kondagaon, Chhattisgarh",Wedding,8,60,75,718.58,5219,10048
CRAFT-1352,Tribal handloom,"Cotton, Silk, Organic dyes",221.2,116.3,0.1,1.45,"Mandla, Madhya Pradesh",Monsoon,7,55,90,1497.41,6447,10863
CRAFT-1353,Dokra bell metal,"Brass, Bell metal, Beeswax",24.9,15.6,11.5,0.76,"Bastar, Chhattisgarh",Monsoon,9,37,75,783.45,3558,6170
CRAFT-1354,Dokra bell metal,"Brass, Bell metal, Beeswax",10.8,9.2,34.1,3.75,"Bastar, Chhattisgarh",Wedding,6,37,100,786.12,4486,9707
CRAFT-1355,Dokra bell metal,"Brass, Bell metal, Beeswax",10.7,14.6,39.4,2.61,"Dumka, Jharkhand",Off-season,7,49,90,729.38,5139,8356
CRAFT-1356,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",29.8,45.5,35.2,5.04,"Mandla, Madhya Pradesh",Off-season,4,49,120,785.86,6666,10770
CRAFT-1357,Terracotta clay,"Natural clay, Natural colors",17.3,31.4,51.1,4.12,"Kondagaon, Chhattisgarh",Festive,8,12,75,256.8,1157,2475
CRAFT-1358,Bamboo & cane,"Bamboo, Cane, Natural fibers",20.0,41.0,14.5,1.59,"Bastar, Chhattisgarh",Monsoon,4,13,100,121.07,1421,2001
CRAFT-1359,Bamboo & cane,"Bamboo, Cane, Natural fibers",62.4,22.7,5.0,1.63,"Kondagaon, Chhattisgarh",Festive,6,4,100,61.71,462,901
CRAFT-1360,Tribal handloom,"Cotton, Silk, Organic dyes",206.0,54.4,0.4,0.3,"Dumka, Jharkhand",Off-season,7,40,90,918.33,4518,8038
CRAFT-1361,Bamboo & cane,"Bamboo, Cane, Natural fibers",35.2,20.8,34.5,1.08,"Bastar, Chhattisgarh",Off-season,6,13,60,247.23,1027,1844
CRAFT-1362,Terracotta clay,"Natural clay, Natural colors",23.0,37.3,28.9,4.84,"Dumka, Jharkhand",Off-season,3,17,100,108.57,1809,2463
CRAFT-1363,Terracotta clay,"Natural clay, Natural colors",29.0,31.1,10.2,1.25,"Mandla, Madhya Pradesh",Festive,3,14,120,308.17,1988,3660
CRAFT-1364,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.3,40.4,57.5,7.32,"Bastar, Chhattisgarh",Wedding,6,39,120,498.05,5178,9970
CRAFT-1365,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",23.9,24.4,57.8,5.5,"Dumka, Jharkhand",Off-season,8,39,90,632.73,4143,7926
CRAFT-1366,Terracotta clay,"Natural clay, Natural colors",16.3,21.1,28.5,0.74,"Bastar, Chhattisgarh",Wedding,4,19,90,325.62,2036,3808
CRAFT-1367,Terracotta clay,"Natural clay, Natural colors",16.4,29.7,33.6,4.46,"Bastar, Chhattisgarh",Wedding,5,11,75,149.04,974,1997
CRAFT-1368,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",68.6,21.8,16.8,6.86,"Dumka, Jharkhand",Monsoon,8,30,60,938.6,2739,4515
CRAFT-1369,Tribal handloom,"Cotton, Silk, Organic dyes",207.0,63.9,0.5,0.64,"Bastar, Chhattisgarh",Off-season,6,50,90,1172.35,5672,9457
CRAFT-1370,Terracotta clay,"Natural clay, Natural colors",13.3,25.5,23.4,4.26,"Bastar, Chhattisgarh",Wedding,6,12,100,84.7,1285,2513
CRAFT-1371,Dokra bell metal,"Brass, Bell metal, Beeswax",17.3,11.1,25.9,2.58,"Mandla, Madhya Pradesh",Wedding,10,51,60,311.91,3372,7445
CRAFT-1372,Dokra bell metal,"Brass, Bell metal, Beeswax",29.1,12.8,30.3,1.59,"Mandla, Madhya Pradesh",Off-season,6,57,60,1228.79,4649,8467
CRAFT-1373,Tribal handloom,"Cotton, Silk, Organic dyes",118.8,51.2,0.4,1.27,"Mandla, Madhya Pradesh",Off-season,8,63,120,652.44,8212,14260
CRAFT-1374,Dokra bell metal,"Brass, Bell metal, Beeswax",5.4,9.4,33.2,2.31,"Bastar, Chhattisgarh",Wedding,8,54,75,717.71,4768,10230
CRAFT-1375,Terracotta clay,"Natural clay, Natural colors",35.4,10.7,54.9,4.02,"Kondagaon, Chhattisgarh",Monsoon,4,19,120,329.72,2610,4047
CRAFT-1376,Dokra bell metal,"Brass, Bell metal, Beeswax",15.0,9.5,12.0,1.3,"Dumka, Jharkhand",Monsoon,10,57,75,595.92,4871,9385
CRAFT-1377,Terracotta clay,"Natural clay, Natural colors",11.7,38.7,57.1,4.03,"Bastar, Chhattisgarh",Monsoon,7,16,60,397.22,1357,2603
CRAFT-1378,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.0,13.0,28.3,3.03,"Bastar, Chhattisgarh",Festive,8,42,75,395.83,3546,7649
CRAFT-1379,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",66.3,15.9,50.6,6.72,"Kondagaon, Chhattisgarh",Off-season,6,43,100,588.17,4888,8787
CRAFT-1380,Bamboo & cane,"Bamboo, Cane, Natural fibers",28.2,23.8,37.1,1.01,"Kondagaon, Chhattisgarh",Monsoon,2,10,100,167.5,1168,1771
CRAFT-1381,Bamboo & cane,"Bamboo, Cane, Natural fibers",20.3,10.3,27.1,1.45,"Dumka, Jharkhand",Off-season,6,8,100,83.57,884,1642
CRAFT-1382,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",62.4,19.7,35.0,7.12,"Bastar, Chhattisgarh",Monsoon,9,29,60,276.24,2016,3596
CRAFT-1383,Tribal handloom,"Cotton, Silk, Organic dyes",182.0,80.3,0.1,0.5,"Mandla, Madhya Pradesh",Festive,6,57,60,1335.64,4756,9706
CRAFT-1384,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.5,43.7,39.3,2.42,"Dumka, Jharkhand",Wedding,7,3,120,263.45,623,1146
CRAFT-1385,Bamboo & cane,"Bamboo, Cane, Natural fibers",40.6,33.7,7.6,1.94,"Bastar, Chhattisgarh",Monsoon,2,6,100,295.29,895,1229
CRAFT-1386,Terracotta clay,"Natural clay, Natural colors",33.8,37.2,57.2,4.82,"Kondagaon, Chhattisgarh",Monsoon,5,17,100,246.87,1947,3355
CRAFT-1387,Tribal handloom,"Cotton, Silk, Organic dyes",171.5,100.3,0.2,1.07,"Dumka, Jharkhand",Festive,9,28,90,1799.86,4320,9334
CRAFT-1388,Bamboo & cane,"Bamboo, Cane, Natural fibers",49.6,40.9,22.5,0.23,"Kondagaon, Chhattisgarh",Monsoon,6,4,75,52.26,352,542
CRAFT-1389,Bamboo & cane,"Bamboo, Cane, Natural fibers",32.5,43.9,30.5,0.47,"Bastar, Chhattisgarh",Wedding,5,12,120,157.18,1597,2906
CRAFT-1390,Tribal handloom,"Cotton, Silk, Organic dyes",172.1,96.4,0.1,0.65,"Dumka, Jharkhand",Off-season,6,49,90,1235.46,5645,10005
CRAFT-1391,Terracotta clay,"Natural clay, Natural colors",21.8,32.6,55.9,4.78,"Mandla, Madhya Pradesh",Off-season,8,8,60,264.68,745,1404
CRAFT-1392,Tribal handloom,"Cotton, Silk, Organic dyes",218.1,67.6,0.3,0.73,"Bastar, Chhattisgarh",Off-season,6,24,60,1778.93,3219,5162
CRAFT-1393,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",37.7,11.6,11.8,2.58,"Bastar, Chhattisgarh",Monsoon,8,13,75,1066.77,2042,3384
CRAFT-1394,Bamboo & cane,"Bamboo, Cane, Natural fibers",76.5,33.3,20.3,1.82,"Dumka, Jharkhand",Monsoon,3,10,75,179.17,929,1395
CRAFT-1395,Bamboo & cane,"Bamboo, Cane, Natural fibers",72.6,47.9,36.2,1.37,"Kondagaon, Chhattisgarh",Wedding,3,15,120,245.09,2045,3409
CRAFT-1396,Dokra bell metal,"Brass, Bell metal, Beeswax",17.4,8.1,27.7,1.15,"Mandla, Madhya Pradesh",Off-season,8,24,120,697.88,3578,6066
CRAFT-1397,Terracotta clay,"Natural clay, Natural colors",34.3,35.1,26.6,3.62,"Dumka, Jharkhand",Wedding,5,6,120,326.76,1047,2125
CRAFT-1398,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",32.1,45.0,37.0,3.54,"Kondagaon, Chhattisgarh",Monsoon,8,41,60,625.23,3085,5185
CRAFT-1399,Dokra bell metal,"Brass, Bell metal, Beeswax",5.0,11.2,25.7,0.69,"Dumka, Jharkhand",Wedding,9,41,75,1467.69,4543,9476
CRAFT-1400,Dokra bell metal,"Brass, Bell metal, Beeswax",12.6,9.6,16.9,0.51,"Dumka, Jharkhand",Off-season,10,45,75,1175.21,4550,10031
CRAFT-1401,Terracotta clay,"Natural clay, Natural colors",32.3,35.5,31.1,1.86,"Mandla, Madhya Pradesh",Off-season,6,6,120,184.09,904,1501
CRAFT-1402,Tribal handloom,"Cotton, Silk, Organic dyes",222.5,62.7,0.2,1.38,"Dumka, Jharkhand",Off-season,8,35,90,2094.06,5244,10157
CRAFT-1403,Terracotta clay,"Natural clay, Natural colors",27.7,29.8,13.9,2.95,"Mandla, Madhya Pradesh",Festive,6,16,60,306.98,1267,2569
CRAFT-1404,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",82.5,33.4,57.6,1.38,"Kondagaon, Chhattisgarh",Festive,6,34,120,465.33,4545,9900
CRAFT-1405,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",80.7,14.1,35.7,5.58,"Bastar, Chhattisgarh",Festive,5,47,120,569.28,6209,12499
CRAFT-1406,Terracotta clay,"Natural clay, Natural colors",34.8,30.9,45.7,2.58,"Dumka, Jharkhand",Off-season,5,14,60,374.72,1215,2119
CRAFT-1407,Terracotta clay,"Natural clay, Natural colors",18.2,34.2,19.8,2.05,"Kondagaon, Chhattisgarh",Festive,8,20,75,187.4,1687,4123
CRAFT-1408,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",88.5,38.0,46.4,6.06,"Kondagaon, Chhattisgarh",Monsoon,5,45,90,1147.09,5197,7978
CRAFT-1409,Dokra bell metal,"Brass, Bell metal, Beeswax",24.7,16.0,21.5,0.59,"Dumka, Jharkhand",Monsoon,10,56,90,1306.8,6347,10951
CRAFT-1410,Dokra bell metal,"Brass, Bell metal, Beeswax",22.6,19.6,23.1,1.32,"Mandla, Madhya Pradesh",Wedding,10,46,100,1145.85,5746,14656
CRAFT-1411,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.6,30.2,30.1,2.62,"Dumka, Jharkhand",Wedding,3,7,90,94.81,725,1381
CRAFT-1412,Tribal handloom,"Cotton, Silk, Organic dyes",182.9,77.8,0.2,1.34,"Bastar, Chhattisgarh",Off-season,6,21,90,730.27,2620,4408
CRAFT-1413,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",73.8,41.9,22.5,6.62,"Dumka, Jharkhand",Wedding,5,22,90,771.75,2752,5611
CRAFT-1414,Terracotta clay,"Natural clay, Natural colors",37.2,10.4,43.7,0.73,"Dumka, Jharkhand",Off-season,6,15,90,255.63,1606,2464
CRAFT-1415,Tribal handloom,"Cotton, Silk, Organic dyes",193.2,73.4,0.4,0.79,"Dumka, Jharkhand",Monsoon,6,66,90,543.54,6484,10796
CRAFT-1416,Terracotta clay,"Natural clay, Natural colors",18.6,23.0,44.3,2.0,"Kondagaon, Chhattisgarh",Monsoon,4,6,120,98.11,818,1254
CRAFT-1417,Bamboo & cane,"Bamboo, Cane, Natural fibers",57.0,35.3,12.0,1.37,"Bastar, Chhattisgarh",Festive,2,8,75,237.73,838,1356
CRAFT-1418,Terracotta clay,"Natural clay, Natural colors",18.3,18.3,31.6,4.91,"Bastar, Chhattisgarh",Off-season,3,11,120,101.6,1422,2108
CRAFT-1419,Tribal handloom,"Cotton, Silk, Organic dyes",210.7,99.3,0.3,0.72,"Mandla, Madhya Pradesh",Festive,9,60,120,1234.99,8435,17340
CRAFT-1420,Tribal handloom,"Cotton, Silk, Organic dyes",130.8,83.8,0.2,0.64,"Dumka, Jharkhand",Festive,5,54,120,1779.19,8259,16979
CRAFT-1421,Tribal handloom,"Cotton, Silk, Organic dyes",111.3,116.6,0.2,0.41,"Bastar, Chhattisgarh",Festive,9,66,90,1657.99,7598,17768
CRAFT-1422,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",71.9,20.7,10.8,9.69,"Mandla, Madhya Pradesh",Festive,8,37,75,450.89,3226,7592
CRAFT-1423,Bamboo & cane,"Bamboo, Cane, Natural fibers",31.9,20.8,25.9,2.63,"Bastar, Chhattisgarh",Off-season,3,5,120,286.68,887,1315
CRAFT-1424,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",32.4,47.8,46.8,8.95,"Mandla, Madhya Pradesh",Wedding,6,35,60,402.63,2503,5434
CRAFT-1425,Dokra bell metal,"Brass, Bell metal, Beeswax",15.2,5.2,27.5,1.39,"Dumka, Jharkhand",Monsoon,10,30,75,840.31,3090,6963
CRAFT-1426,Dokra bell metal,"Brass, Bell metal, Beeswax",15.0,17.6,15.7,2.85,"Bastar, Chhattisgarh",Festive,6,40,100,1472.41,5472,10202
CRAFT-1427,Tribal handloom,"Cotton, Silk, Organic dyes",113.9,102.4,0.5,0.82,"Dumka, Jharkhand",Festive,5,64,75,943.29,5743,10956
CRAFT-1428,Bamboo & cane,"Bamboo, Cane, Natural fibers",60.6,10.4,25.6,1.92,"Dumka, Jharkhand",Monsoon,7,14,90,209.42,1469,2384
CRAFT-1429,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",35.9,45.1,46.9,1.12,"Bastar, Chhattisgarh",Festive,5,23,120,448.38,3208,5977
CRAFT-1430,Tribal handloom,"Cotton, Silk, Organic dyes",140.6,67.3,0.1,0.85,"Mandla, Madhya Pradesh",Festive,5,63,90,1938.74,7609,14714
CRAFT-1431,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",96.1,43.5,50.3,8.41,"Bastar, Chhattisgarh",Off-season,6,11,75,1132.71,1958,3378
CRAFT-1432,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",36.0,34.7,47.1,7.64,"Kondagaon, Chhattisgarh",Monsoon,4,29,75,721.45,2896,4269
CRAFT-1433,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",66.8,31.5,23.4,4.32,"Kondagaon, Chhattisgarh",Monsoon,9,44,90,1095.35,5055,9744
CRAFT-1434,Tribal handloom,"Cotton, Silk, Organic dyes",218.1,81.8,0.4,0.6,"Kondagaon, Chhattisgarh",Festive,9,67,90,1881.47,7911,19394
CRAFT-1435,Bamboo & cane,"Bamboo, Cane, Natural fibers",75.5,12.6,33.9,1.02,"Bastar, Chhattisgarh",Monsoon,3,15,60,160.98,1061,1380
CRAFT-1436,Dokra bell metal,"Brass, Bell metal, Beeswax",12.5,12.5,11.7,2.22,"Dumka, Jharkhand",Wedding,6,55,90,1412.53,6363,11592
CRAFT-1437,Tribal handloom,"Cotton, Silk, Organic dyes",198.3,68.2,0.2,0.49,"Dumka, Jharkhand",Off-season,7,55,100,548.03,6048,10665
CRAFT-1438,Tribal handloom,"Cotton, Silk, Organic dyes",199.6,111.7,0.4,1.12,"Kondagaon, Chhattisgarh",Monsoon,5,69,120,631.91,8912,13118
CRAFT-1439,Dokra bell metal,"Brass, Bell metal, Beeswax",17.9,13.0,20.7,1.74,"Kondagaon, Chhattisgarh",Festive,6,32,75,1294.27,3694,7598
CRAFT-1440,Tribal handloom,"Cotton, Silk, Organic dyes",146.2,114.0,0.5,0.69,"Kondagaon, Chhattisgarh",Monsoon,7,43,60,1144.29,3724,6468
CRAFT-1441,Bamboo & cane,"Bamboo, Cane, Natural fibers",48.7,30.1,11.8,2.6,"Bastar, Chhattisgarh",Wedding,5,7,90,219.24,849,1693
CRAFT-1442,Bamboo & cane,"Bamboo, Cane, Natural fibers",70.1,39.9,20.4,1.91,"Kondagaon, Chhattisgarh",Festive,3,8,100,90.09,890,1698
CRAFT-1443,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",38.4,14.7,18.3,1.02,"Dumka, Jharkhand",Festive,4,15,90,918.74,2269,4240
CRAFT-1444,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.2,16.5,14.2,1.17,"Bastar, Chhattisgarh",Wedding,7,10,90,365.75,1266,2772
CRAFT-1445,Tribal handloom,"Cotton, Silk, Organic dyes",115.8,65.6,0.3,1.03,"Dumka, Jharkhand",Festive,9,77,75,915.24,6690,12927
CRAFT-1446,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",51.3,19.4,21.0,9.64,"Kondagaon, Chhattisgarh",Monsoon,5,18,90,816.3,2436,3686
CRAFT-1447,Dokra bell metal,"Brass, Bell metal, Beeswax",18.5,15.4,31.1,1.1,"Mandla, Madhya Pradesh",Monsoon,7,19,75,900.14,2325,3632
CRAFT-1448,Tribal handloom,"Cotton, Silk, Organic dyes",230.6,94.2,0.3,0.44,"Mandla, Madhya Pradesh",Monsoon,7,50,60,1671.84,4672,7232
CRAFT-1449,Dokra bell metal,"Brass, Bell metal, Beeswax",22.3,8.1,21.8,3.63,"Mandla, Madhya Pradesh",Off-season,9,53,120,545.18,6905,12771
CRAFT-1450,Terracotta clay,"Natural clay, Natural colors",22.6,10.5,49.6,0.81,"Dumka, Jharkhand",Festive,4,14,60,231.76,1072,2180
CRAFT-1451,Tribal handloom,"Cotton, Silk, Organic dyes",138.0,50.7,0.4,0.94,"Mandla, Madhya Pradesh",Monsoon,7,48,90,2155.85,6476,12699
CRAFT-1452,Tribal handloom,"Cotton, Silk, Organic dyes",226.5,84.0,0.2,1.25,"Kondagaon, Chhattisgarh",Wedding,7,58,75,1347.72,5698,10790
CRAFT-1453,Tribal handloom,"Cotton, Silk, Organic dyes",158.2,106.2,0.5,0.54,"Mandla, Madhya Pradesh",Off-season,8,40,90,540.64,4141,8079
CRAFT-1454,Tribal handloom,"Cotton, Silk, Organic dyes",158.4,87.9,0.5,0.38,"Kondagaon, Chhattisgarh",Wedding,8,37,100,1761.47,5461,11567
CRAFT-1455,Dokra bell metal,"Brass, Bell metal, Beeswax",15.8,20.0,26.8,1.62,"Bastar, Chhattisgarh",Off-season,10,49,75,564.13,4239,7822
CRAFT-1456,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",49.8,12.7,28.5,5.18,"Bastar, Chhattisgarh",Monsoon,9,23,100,922.74,3223,6469
CRAFT-1457,Dokra bell metal,"Brass, Bell metal, Beeswax",17.1,5.1,34.1,3.2,"Bastar, Chhattisgarh",Monsoon,9,23,90,958.1,3028,4916
CRAFT-1458,Terracotta clay,"Natural clay, Natural colors",33.0,27.5,49.1,3.88,"Mandla, Madhya Pradesh",Off-season,8,18,100,336.96,2137,3983
CRAFT-1459,Bamboo & cane,"Bamboo, Cane, Natural fibers",53.4,39.7,10.9,0.75,"Dumka, Jharkhand",Monsoon,6,8,120,272.6,1233,2093
CRAFT-1460,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",92.7,40.3,39.9,6.89,"Dumka, Jharkhand",Festive,6,44,120,1089.13,6369,12443
CRAFT-1461,Bamboo & cane,"Bamboo, Cane, Natural fibers",43.2,38.7,14.5,0.77,"Bastar, Chhattisgarh",Off-season,7,12,90,128.46,1208,2051
CRAFT-1462,Terracotta clay,"Natural clay, Natural colors",16.4,22.7,55.4,2.78,"Bastar, Chhattisgarh",Monsoon,5,18,60,140.13,1220,1733
CRAFT-1463,Bamboo & cane,"Bamboo, Cane, Natural fibers",67.5,36.4,32.9,0.96,"Bastar, Chhattisgarh",Wedding,3,10,120,223.09,1423,2618
CRAFT-1464,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",95.1,35.5,26.2,3.43,"Kondagaon, Chhattisgarh",Monsoon,6,35,100,390.93,3891,6990
CRAFT-1465,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",41.2,36.5,50.7,8.0,"Kondagaon, Chhattisgarh",Wedding,4,40,60,960.85,3361,5496
CRAFT-1466,Dokra bell metal,"Brass, Bell metal, Beeswax",7.2,15.5,21.1,2.01,"Dumka, Jharkhand",Festive,6,24,90,337.38,2497,4905
CRAFT-1467,Dokra bell metal,"Brass, Bell metal, Beeswax",6.0,15.0,19.7,3.64,"Mandla, Madhya Pradesh",Monsoon,7,48,100,1365.74,6166,9626
CRAFT-1468,Dokra bell metal,"Brass, Bell metal, Beeswax",27.5,19.9,34.8,3.46,"Dumka, Jharkhand",Festive,9,59,100,598.81,6499,15491
CRAFT-1469,Dokra bell metal,"Brass, Bell metal, Beeswax",26.5,20.0,17.2,0.64,"Bastar, Chhattisgarh",Wedding,6,60,60,793.43,4393,8504
CRAFT-1470,Bamboo & cane,"Bamboo, Cane, Natural fibers",11.6,24.4,32.4,1.79,"Mandla, Madhya Pradesh",Festive,7,14,75,128.19,1178,2638
CRAFT-1471,Terracotta clay,"Natural clay, Natural colors",32.9,11.2,51.9,3.29,"Kondagaon, Chhattisgarh",Off-season,5,18,100,260.29,2060,3659
CRAFT-1472,Terracotta clay,"Natural clay, Natural colors",35.9,27.6,39.0,4.96,"Dumka, Jharkhand",Off-season,4,18,100,322.15,2122,3138
CRAFT-1473,Bamboo & cane,"Bamboo, Cane, Natural fibers",26.0,33.9,37.5,2.8,"Kondagaon, Chhattisgarh",Monsoon,6,8,100,135.48,935,1712
CRAFT-1474,Bamboo & cane,"Bamboo, Cane, Natural fibers",24.8,49.8,39.3,2.02,"Kondagaon, Chhattisgarh",Off-season,4,14,60,251.1,1091,1722
CRAFT-1475,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",56.4,37.0,43.9,4.36,"Bastar, Chhattisgarh",Off-season,6,30,75,1141.69,3392,5384
CRAFT-1476,Tribal handloom,"Cotton, Silk, Organic dyes",175.1,98.4,0.4,1.08,"Bastar, Chhattisgarh",Wedding,8,53,90,978.11,5748,12411
